000111229032d158305ffc00	0	0000ff0000ff0000	719a
00017bb3ccca36df44b43400	1	0001fe0001fe0000	bb0a
0002f128b3eab81ff6e5a000	2	0002fd0002fd0000	a76f
000306da5166a6c5f28ef800	3	0003fc0003fc0000	256b
00031e91f0316da020682400	4	0004fb0004fb0000	7069
0004a821fe359e7b61b61400	5	0005fa0005fa0000	f8ed
0004bc2fa2f2823039068000	6	0006f90006f90000	1749
0006bd9b71debf937c68b800	7	0007f80007f80000	c5c9
0009d26f0102ba43b5f14800	8	0008f70008f70000	2851
000b13ff2b9ecd3cc2def800	9	0009f60009f60000	1916
000cec685e26746e5f548c00	10	000af5000af50000	1043
000d095230ac85609d2cac00	11	000bf4000bf40000	57b3
000d3936f66c371cf14d7400	12	000cf3000cf30000	d4e6
000f1eec8fc664955d102c00	13	000df2000df20000	b7f3
000f9b0698ae52f815684400	14	000ef1000ef10000	57cd
0010b373af64ee398c099c00	15	000ff0000ff00000	490a
0011a9a9001b6069a8ef5000	16	0010ef0010ef0000	04e1
00122fb4c4109eff6a32f000	17	0011ee0011ee0000	5bf9
0012b5173f59fa5cd37a8c00	18	0012ed0012ed0000	51e0
001418ab653e2c436eae1000	19	0013ec0013ec0000	0c05
0014bf92fee35b34c8128c00	20	0014eb0014eb0000	6b52
001524ecdefe026675689000	21	0015ea0015ea0000	10fe
0015e063fa7d9468ecb33000	22	0016e90016e90000	91ce
0017d46b26820e3336513400	23	0017e80017e80000	f64c
00191afcce6f8efde87a8400	24	0018e70018e70000	9d0c
001ab42b0cf3de9aad359800	25	0019e60019e60000	c348
001b6cc8a00b66544b1e6000	26	001ae5001ae50000	a8f4
001cd6ab22b3fd675da3e400	27	001be4001be40000	a91e
001d1a95071e2bcc2a6b3000	28	001ce3001ce30000	348e
001e5ed9122ad781c9b23800	29	001de2001de20000	0bfd
001e763f48004b447623ac00	30	001ee1001ee10000	458e
001f22f1e611955faca6f000	31	001fe0001fe00000	a1b5
001f3fc1998ad08d2b143000	32	0020df0020df0000	869b
001fdf89414a41077bc57000	33	0021de0021de0000	ab44
001fece70f1db346bdac9400	34	0022dd0022dd0000	661b
002060541f2066156541e000	35	0023dc0023dc0000	a284
00206a27789f3af1616f1800	36	0024db0024db0000	ce6b
002135bbcae11a9bc8330c00	37	0025da0025da0000	46f1
0024ebe75d1650aa7d323400	38	0026d90026d90000	5b3f
00254c75f618cafc859d1000	39	0027d80027d80000	7582
00280a9580a6af7d4ae4c000	40	0028d70028d70000	46d6
0028487d9e39ad8962e1f400	41	0029d60029d60000	52ed
00285aa6d52db55fefb0b800	42	002ad5002ad50000	14a7
002a9581291354359c72fc00	43	002bd4002bd40000	d90f
002c28f6f7ddaac60a4fcc00	44	002cd3002cd30000	1bd1
002c4ea5f19b540d2c1af400	45	002dd2002dd20000	4821
002c6df35a5cd46c5857f400	46	002ed1002ed10000	73b0
002f9dbd99a3acda0249f000	47	002fd0002fd00000	7f07
00300540862c8b7d7fd07800	48	0030cf0030cf0000	45d0
00311913e9af1d46081dfc00	49	0031ce0031ce0000	d616
00353a7c220061ee32b5b400	50	0032cd0032cd0000	531d
0035ae702cd9d3f406d8f000	51	0033cc0033cc0000	fba6
0036b483147043761d258400	52	0034cb0034cb0000	45e5
0036cf1cc12aa8b9eef41800	53	0035ca0035ca0000	6624
0037927c2430043688483800	54	0036c90036c90000	9513
0037cf22aa22d81ac151ec00	55	0037c80037c80000	6bf6
00397c640fa2d702bb4d0000	56	0038c70038c70000	f9c3
0039bad98153237de2ee0800	57	0039c60039c60000	5f4c
003a7c2fa515d67ac7645000	58	003ac5003ac50000	e4af
003b31e81492006f69026800	59	003bc4003bc40000	4f68
003bfd2ba01322987fa97800	60	003cc3003cc30000	d60b
003d9c2ef6a3c7b19f052800	61	003dc2003dc20000	4b67
003f26b75f768320e1fc2000	62	003ec1003ec10000	aa25
00446dde7400a04122193000	63	003fc0003fc00000	1b37
0044d78fa295e072eba49c00	64	0040bf0040bf0000	9a26
0045c86ce779f5c8868c6000	65	0041be0041be0000	4adb
004662c2738029fa159fb800	66	0042bd0042bd0000	e564
0047275b5466ed55b910fc00	67	0043bc0043bc0000	5506
00487815825a0554d0be8c00	68	0044bb0044bb0000	3cab
0048d6387cf6bb497376e000	69	0045ba0045ba0000	b593
00492d44b3743e83f03a2000	70	0046b90046b90000	6707
004a603304555fccc4187c00	71	0047b80047b80000	fa81
004af94d1df3674bf46a0c00	72	0048b70048b70000	7a71
004bdd2ffffa6a404ff79000	73	0049b60049b60000	9c6e
004cab947f0f92389b6b8c00	74	004ab5004ab50000	24e5
004cad3cba2a48ccb5929400	75	004bb4004bb40000	a189
004d6d664a6fa6bc5428d400	76	004cb3004cb30000	4c67
004f07de0cddff67dccae400	77	004db2004db20000	6eda
004f92fc4f3ee9cbcd414800	78	004eb1004eb10000	fb12
004fcad9a077298a8b6d7400	79	004fb0004fb00000	2364
00505cd3b666663683f12000	80	0050af0050af0000	f67a
00530b404ca3b8c52d099800	81	0051ae0051ae0000	9a59
0053a8f8127f47f027fe8800	82	0052ad0052ad0000	b645
0053b77400a5019d7e631000	83	0053ac0053ac0000	6b4c
00544d7019295aee1f988800	84	0054ab0054ab0000	2ffb
005493b6bb7d2ad73885f000	85	0055aa0055aa0000	a87d
0054b0982521abaecc7c8400	86	0056a90056a90000	72e0
0055c4ed5291091fd75e4c00	87	0057a80057a80000	4939
0056182e8dfce21f05af6400	88	0058a70058a70000	1175
005636e7eb93819ea5a45c00	89	0059a60059a60000	c48f
005645be18c393b1232e9c00	90	005aa5005aa50000	1741
005645d0cce3bc3063e7f800	91	005ba4005ba40000	d019
005664c69fe142f305884400	92	005ca3005ca30000	703c
0056e89357bedb383b016c00	93	005da2005da20000	73e4
00575fcdb197a86d9645a000	94	005ea1005ea10000	ea6c
005901dca2f7cc4975966400	95	005fa0005fa00000	36fe
0059f6be146138e744a7c000	96	00609f00609f0000	2a60
005a31330622cef8ffc5e400	97	00619e00619e0000	9368
005b1d6f0f79fb8e97cc7400	98	00629d00629d0000	184e
005cf9cdce843edf8c1cc000	99	00639c00639c0000	e207
005dd29a58d6ad29c661b400	100	00649b00649b0000	ac32
005ffe56139587d17f713400	101	00659a00659a0000	0e6b
00636650fa3de01df931cc00	102	0066990066990000	f2cf
00638625220c22587f1d7c00	103	0067980067980000	f71c
0066d242d44b08119e882800	104	0068970068970000	c05a
006af41c43e1008cb6028c00	105	0069960069960000	2c55
006b1b99a7579d896b42b000	106	006a95006a950000	f1f5
006bbc2fc5a269a5c1ed9800	107	006b94006b940000	ec4f
006be8aa06b45716388a1000	108	006c93006c930000	9035
006cf50e107fed89c8e90000	109	006d92006d920000	8d5b
006e51c506b7606bc5eee000	110	006e91006e910000	7ac2
006fdb41bb760a32ccb2e800	111	006f90006f900000	160e
0072bc967f6d6be8087a8400	112	00708f00708f0000	8c11
00751b92380cde36f665fc00	113	00718e00718e0000	0b5e
0075a8a6f4cadea43b5ed000	114	00728d00728d0000	8725
0077635483af3408f39c5400	115	00738c00738c0000	65f9
00790c6a42b6553f44f1dc00	116	00748b00748b0000	0730
007b09cd7de28bf22a32e400	117	00758a00758a0000	f3b6
007b9d2ed84f1a4a50f3f000	118	0076890076890000	6a23
007bef0c4a37a4d83dbfd000	119	0077880077880000	653d
007c1db2a2600ca776f14000	120	0078870078870000	d75b
007d55cef9e311f59272e400	121	0079860079860000	bd8b
007dd4a45288fc2aec2b2c00	122	007a85007a850000	87e3
007e07f6df972e2ff38c2000	123	007b84007b840000	6d2a
007fa4498ae794a67d4ecc00	124	007c83007c830000	2332
00801100902daae19ec30c00	125	007d82007d820000	f7ab
0080a6f43acd4c19fa05d800	126	007e81007e810000	e961
0082b5051475f00679be2000	127	007f80007f800000	d8ad
0083836392a29c69cede9800	128	00807f00807f0000	9af8
0083f2606f3eb7e67752f400	129	00817e00817e0000	1ef7
00848ae5c081a01ea5fea800	130	00827d00827d0000	d47e
0087a6593ca39ac557fc6400	131	00837c00837c0000	23b2
008a0c02b6a7653832869c00	132	00847b00847b0000	dc05
008a1248d1c80d08f9559800	133	00857a00857a0000	14a9
008a7ffb29fbfc4ebdce0400	134	0086790086790000	6099
008ab4e0be8ac4e17d42ec00	135	0087780087780000	efe9
008c809f730028761e301800	136	0088770088770000	7df4
008d418204d97d54f7231400	137	0089760089760000	e909
008e52907574317ee119d400	138	008a75008a750000	b1ad
0094267db5c1935b60588c00	139	008b74008b740000	2a98
0094389f97c9432533580c00	140	008c73008c730000	5cfd
00945779c7c78c78959a9000	141	008d72008d720000	317a
00955e5b62cefe9fc6b72400	142	008e71008e710000	f77c
00965190136132244e05a000	143	008f70008f700000	7fa3
0097959feb42060960a0f000	144	00906f00906f0000	c3a3
009799162b5f1b561daea800	145	00916e00916e0000	5fb8
